article,best_available_tier,rendered_tier_before,rendered_tier_after,action,at_best_tier,source_file
vir/content/83/3/713,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/412b4cd95190d099517ecbd0a5012c1086de33f5.00040251.html
vir/content/83/4/723,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/c5f5c548e4b4ff123c01bc7b8e2eae47c92f9f17.00117184.html
vir/content/83/4/735,tier1-full,missing,tier1-full,rebuilt-full,yes,html/65de25ee133b368a26518e0f388de98f7cac9c96.00117185.html
vir/content/83/4/747,tier3-abstract,missing,tier3-abstract,abstract,yes,html/f2915f3c517b007bdb10f0a0ea2bc861d6e21f5f.00117187.html
vir/content/83/4/753,tier1-full,missing,tier1-full,rebuilt-full,yes,html/14d2ebd760ab73385f770a0b80a9b6729f659188.00117188.html
vir/content/83/4/759,tier1-full,missing,tier1-full,rebuilt-full,yes,html/11750209f6e1ecc52abf5b1d49893060e7e29889.00040252.html
vir/content/83/4/767,tier1-full,missing,tier1-full,rebuilt-full,yes,html/fdf20be8fd89fae5368409adbfdc2b0d7e461450.00040253.html
vir/content/83/4/775,tier1-full,missing,tier1-full,rebuilt-full,yes,html/46a0a2f153c26bc609c565d624384515accb70e0.00117196.html
vir/content/83/4/783,tier1-full,missing,tier1-full,rebuilt-full,yes,html/98f967bb0996c409891432eac2f3eee1724a2075.00040254.html
vir/content/83/4/795,tier1-full,missing,tier1-full,rebuilt-full,yes,html/7cf57170780eef70dd67bfbe48fcf6db414d919b.00040255.html
vir/content/83/4/801,tier3-abstract,missing,tier3-abstract,abstract,yes,html/048be4e68790ff79a5a2fa4ecaa013dba492f02b.00040256.html
vir/content/83/4/807,tier1-full,missing,tier1-full,rebuilt-full,yes,html/d24d41a176358716ae1ff956dbb1c0e2535f61c2.00117203.html
vir/content/83/4/819,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/337c559c5615e7002baf1ac40c3b019137208b4a.00117204.html
vir/content/83/4/829,tier2-pdf,missing,tier2-pdf(abstract+pdf),summarized-pdf,no,html/404b0990965f6517ad9985b5bf3bdebf0f46422b.00117207.html
vir/content/83/4/835,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/6f04f5eaebdffca434db27b9304d68eb0142bcf6.00117208.html
vir/content/83/4/841,tier3-abstract,missing,tier3-abstract,abstract,yes,html/e1ca3d91635804b6a5775f2b223e64b2ac6a9a5a.00117209.html
vir/content/83/4/847,tier1-full,tier3-abstract,tier1-full,rebuilt-full,yes,html/fa7dd9f181d09c94e5e94ee80c60051a45142fe9.00117210.html
vir/content/83/4/855,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/9c58631359425a4e4aa076230d51b675f803872d.00117213.html
vir/content/83/4/873,tier1-full,tier3-abstract,tier1-full,rebuilt-full,yes,html/132f32a97f1cba8af40318be5e778ebe209d3400.00117215.html
vir/content/83/4/879,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/5e02647ea901a282076709837422e5f38f78c8b2.00117216.html
vir/content/83/4/885,tier1-full,missing,tier1-full,rebuilt-full,yes,html/394cc24388c6ae7a82940133854a80c75813afa9.00117217.html
vir/content/83/4/895,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/a6bc1219dacfd81a01ad74c11a6b7c6adfdb6a66.00117218.html
vir/content/83/4/907,tier3-abstract,missing,tier3-abstract,abstract,yes,html/10c99244143bb5cb0dee5a30753755b680fccf01.00040257.html
vir/content/83/4/915,tier1-full,missing,tier1-full,rebuilt-full,yes,html/ffbf84e853374474590e37e252fbee3ec8b1d825.00117229.html
vir/content/83/4/927,tier1-full,missing,tier1-full,rebuilt-full,yes,html/22da6c599e24ba3a237a31d82256cfc10fc367d3.00117238.html
vir/content/83/4/937,tier1-full,missing,tier1-full,rebuilt-full,yes,html/f6c0a6b90eb060b3d645b6f90e5ab4852495edfc.00117239.html
vir/content/83/4/945,tier1-full,missing,tier1-full,rebuilt-full,yes,html/28108b799fe229d796d2bac3043e33cd9a33b727.00040258.html
vir/content/83/4/957,tier1-full,missing,tier1-full,rebuilt-full,yes,html/bf7ff430bf84cf7523e45c2fe4d9c04dfa3953c6.00117241.html
vir/content/83/5/1005,tier1-full,missing,tier1-full,rebuilt-full,yes,html/4327d23155c4f874c3698b2c18f5a516d4432988.00117242.html
vir/content/83/5/1013,tier1-full,missing,tier1-full,rebuilt-full,yes,html/dc2d7da58d519ac813ce4ab96eacf656e2143f43.00117243.html
vir/content/83/5/1025,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/c93a4f4f1e72c589a86ff8d92f3a91cd40a305a3.00117248.html
vir/content/83/5/1037,tier3-abstract,missing,tier3-abstract,abstract,yes,html/49e96cbc95b4634031639801a19545690059fd21.00117254.html
vir/content/83/5/1043,tier1-full,missing,tier1-full,rebuilt-full,yes,html/cdf260526715bfbbf6a930b159fba35b1253f782.00117257.html
vir/content/83/5/1049,tier1-full,missing,tier1-full,rebuilt-full,yes,html/223784ac16672ef229b4b3cd3be18d86b875ce8d.00117258.html
vir/content/83/5/1059,tier1-full,missing,tier1-full,rebuilt-full,yes,html/2a6af9e6b2d0795fc81a050e34cd04a319499834.00117259.html
vir/content/83/5/1069,tier1-full,missing,tier1-full,rebuilt-full,yes,html/b3f387247f2310cd0a31d2f39a6b7d0e37c6aa39.00040259.html
vir/content/83/5/1075,tier1-full,missing,tier1-full,rebuilt-full,yes,html/3ab6fac58a33aae10d807c08de5a602ca9787578.00117262.html
vir/content/83/5/1087,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/e807345abdeb217277ca494bf814170c28043d45.00117263.html
vir/content/83/5/1095,tier1-full,tier3-abstract,tier1-full,rebuilt-full,yes,html/7abb56249cd21ee7500117bf0882a7796758d7b2.00040260.html
vir/content/83/5/1107,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/9dfbed5a902d69d1d2b107947377b450e135067d.00042311.html
vir/content/83/5/1113,tier1-full,tier3-abstract,tier1-full,rebuilt-full,yes,html/cbb1e60900ad21dbd9ad75d8f1f3feaa78ffdfb7.00117267.html
vir/content/83/5/1123,tier1-full,missing,tier1-full,rebuilt-full,yes,html/be8430858e71fbc38b14965b867f096bf7bb1cd9.00040261.html
vir/content/83/5/1131,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/6b2d1ae9529e3e8d14dd046c8abc0c21292403d8.00117273.html
vir/content/83/5/1137,tier1-full,missing,tier1-full,rebuilt-full,yes,html/4fb0c5eb9217964ad113bde6664760fed32b0f49.00117274.html
vir/content/83/5/1147,tier1-full,missing,tier1-full,rebuilt-full,yes,html/61437ec24231543154f801c6c47020cf96aff56d.00117275.html
vir/content/83/5/1157,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/f438479ddc870cd0a2e3838e5a20734f7bce5dce.00117277.html
vir/content/83/5/1167,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/e09497e756e7a62de66e49d94182ab5f5f5ac6f4.00117278.html
vir/content/83/5/1173,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/0f88e7e863394031a9d1ac659d11ed1e591a395a.00117279.html
vir/content/83/5/1183,tier1-full,missing,tier1-full,rebuilt-full,yes,html/685cab626653e42a9f56e653b706956533156f02.00117282.html
vir/content/83/5/1189,tier1-full,missing,tier1-full,rebuilt-full,yes,html/d6cf8e607ffdb03fb7c9bda39663d7123480075b.00117283.html
vir/content/83/5/1201,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/d009f86ba3f010548338f0a81fb60d88b2095d15.00117284.html
vir/content/83/5/1211,tier1-full,missing,tier1-full,rebuilt-full,yes,html/3124eab780b5917194a23784cde0f23752b993c4.00117290.html
vir/content/83/5/1223,tier1-full,missing,tier1-full,rebuilt-full,yes,html/d86cb373865818be1194527efaf5212dee7f65cf.00117291.html
vir/content/83/5/1237,tier1-full,missing,tier1-full,rebuilt-full,yes,html/001c107f012f25798e21119468209e2b93c5377a.00117295.html
vir/content/83/5/1247,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/8b3ec0bad5f974c6d0412723d01c253a2011f163.00117296.html
vir/content/83/5/1251,tier3-abstract,missing,tier3-abstract,abstract,yes,html/b741e214003143054fae1b9caaf9dda4f8c0e802.00040262.html
vir/content/83/5/973,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/ef2f538e98f29bcb396906ef04b507df6fa9d5ab.00040263.html
vir/content/83/5/979,tier1-full,missing,tier1-full,rebuilt-full,yes,html/d161308d3a8d8148fc9964feaef55e9a640009b7.00040264.html
vir/content/83/5/991,tier1-full,missing,tier1-full,rebuilt-full,yes,html/ba5484e4e2d2186cac59e40107078c19390ecacb.00117309.html
vir/content/83/5/997,tier3-abstract,missing,tier3-abstract,abstract,yes,html/02016e4d9e2405ee76b97d2ee4e1933e132924c6.00040265.html
vir/content/83/6/1253,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/5e9cfef0d162b198cc53a30c268f5ebedea0f8c4.00117312.html
vir/content/83/6/1267,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/e15106490d1e134711a4c5ea38d16ea2aead5a45.00117316.html
vir/content/83/6/1281,tier1-full,missing,tier1-full,rebuilt-full,yes,html/ed5c32c9b7a6ed8fc01c52f10915006b966695ec.00117319.html
vir/content/83/6/1291,tier1-full,tier3-abstract,tier1-full,rebuilt-full,yes,html/a87198a61800b43ba3f9831f497c03eb6fcfead1.00117328.html
vir/content/83/6/1299,tier1-full,missing,tier1-full,rebuilt-full,yes,html/2fa9065e8558a44146521ff9bf0ef6b2f902765f.00117332.html
vir/content/83/6/1311,tier2-pdf,missing,tier2-pdf(abstract+pdf),summarized-pdf,no,html/903ef880e731b5611ad18ed6d4ec5b20d62ef72a.00117333.html
vir/content/83/6/1315,tier1-full,missing,tier1-full,rebuilt-full,yes,html/8e14751ba69ae77c3c8ff37699946cf6f3ddd47a.00117334.html
vir/content/83/6/1325,tier1-full,missing,tier1-full,rebuilt-full,yes,html/8e5a5ba819980a8b8cdd2c910a4264f4eeab9d1b.00117335.html
vir/content/83/6/1331,tier1-full,missing,tier1-full,rebuilt-full,yes,html/8a319b734a0bb0b1dd1c563ad8d3f17438ef4597.00117336.html
vir/content/83/6/1343,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/ef2534083ce2b73937ead0d1240e77b71cbb3d17.00117337.html
vir/content/83/6/1353,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/6be66579a5a5a4d81668a8c92872c0d7ad29604d.00117338.html
vir/content/83/6/1361,tier3-abstract,missing,tier3-abstract,abstract,yes,html/ddf3825cdacab8765c1f2acada7268372d6f402f.00117339.html
vir/content/83/6/1367,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/1670569f9c832a860bd200d01b48f4ec903c5605.00040266.html
vir/content/83/6/1377,tier1-full,missing,tier1-full,rebuilt-full,yes,html/556c15fd013b556ff2c0d8a7dc4261a1c6d9f899.00117342.html
vir/content/83/6/1387,tier1-full,missing,tier1-full,rebuilt-full,yes,html/dac66f6e80243452a4a53f7ec46a4dd78c4acf78.00117349.html
vir/content/83/6/1397,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/7eebc91afcf522cf6c4831213b68f6d70b1dd173.00117351.html
vir/content/83/6/1407,tier1-full,missing,tier1-full,rebuilt-full,yes,html/f3a4e9573d5a4d7b31f23bb3e6ca97641ff09f4a.00117352.html
vir/content/83/6/1419,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/8a1b15519117b3026ab3b0bc07a8e7b79f8d5fe8.00040268.html
vir/content/83/6/1431,tier3-abstract,missing,tier3-abstract,abstract,yes,html/f0094c2cf99c928ac1f8c30ee685a061f3198e5b.00040269.html
vir/content/83/6/1437,tier3-abstract,missing,tier3-abstract,abstract,yes,html/2b2f0210cf48f2c05502f73a13b255adffcb7676.00117355.html
vir/content/83/6/1445,tier1-full,missing,tier1-full,rebuilt-full,yes,html/4e85f6e352392e16d1036bc9ea097a168c2f30c1.00117359.html
vir/content/83/6/1457,tier1-full,missing,tier1-full,rebuilt-full,yes,html/ddcc9b101e4d2011c70516fbd772e2cbf6392bd8.00117363.html
vir/content/83/6/1465,tier1-full,missing,tier1-full,rebuilt-full,yes,html/73333a18bcb17106bfd16a529c6215615b4f455d.00117364.html
vir/content/83/6/1477,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/5b6ee0dd4c63ebf317b562a42cc61c70ea859a1e.00117365.html
vir/content/83/6/1483,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/040ea76e787378a5a45fe50ca9ef1319e907fa17.00040270.html
vir/content/83/6/1493,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/8fa86787545551f7756c6ae412f91f69d86f61f9.00117367.html
vir/content/83/6/1505,tier3-abstract,missing,tier3-abstract,abstract,yes,html/b6109bf14a1a1fb2a6960b7deed00d53174f9e60.00117368.html
vir/content/83/6/1511,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/54b0f45cd27a1a389067344eca3070c7585b9319.00040271.html
vir/content/83/6/1523,tier1-full,missing,tier1-full,rebuilt-full,yes,html/027d1dc2c1504c523d190db718fe9c62f295c68b.00117373.html
vir/content/83/7/1535,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/01f9425b8cca6df37779293fc32f7daed4568f08.00040272.html
vir/content/83/7/1547,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/330a0b8e1b17e0bfe2cda2c41da68aaca81c5b9d.00117377.html
vir/content/83/7/1565,tier1-full,missing,tier1-full,rebuilt-full,yes,html/f4650bbaf03e26ebdf388a65e128f3ef9aa433a3.00040273.html
vir/content/83/7/1573,tier1-full,missing,tier1-full,rebuilt-full,yes,html/686e712878f55f86f1f256ccb5c9187fa983a826.00117379.html
vir/content/83/7/1579,tier1-full,missing,tier1-full,rebuilt-full,yes,html/24d59ae9b0a2f90220c975cbcfbfb6e063d49023.00117380.html
vir/content/83/7/1591,tier1-full,missing,tier1-full,rebuilt-full,yes,html/db811490fe4b3f4be9ae9d251137aeae710ec472.00117381.html
vir/content/83/7/1601,tier1-full,missing,tier1-full,rebuilt-full,yes,html/b6d85d551d2d38cd26bcbd801e52cdc3aab04c29.00040274.html
vir/content/83/7/1613,tier3-abstract,missing,tier3-abstract,abstract,yes,html/8433b74d9556f11ccb2da53b827c456d0fda1d90.00117383.html
vir/content/83/7/1621,tier1-full,missing,tier1-full,rebuilt-full,yes,html/0ae03713581f14087d95fd9e959d240abc04e778.00040275.html
vir/content/83/7/1635,tier1-full,missing,tier1-full,rebuilt-full,yes,html/4b62210e0c7801b12a4218d557783c5dcfb15f02.00117385.html
vir/content/83/7/1645,tier2-pdf,missing,tier2-pdf(abstract+pdf),summarized-pdf,no,html/f509b9e95b5670e32bc92ada9a9d973fcdf1a044.00117389.html
vir/content/83/7/1651,tier1-full,missing,tier1-full,rebuilt-full,yes,html/e66b79d4f343d0e9e71a258913f7673887a7a355.00117390.html
vir/content/83/7/1659,tier3-abstract,missing,tier3-abstract,abstract,yes,html/f023eac4aab59ea0044dc13301b1d8e02a3ee421.00117391.html
vir/content/83/7/1665,tier1-full,missing,tier1-full,rebuilt-full,yes,html/0b2e6a12d359cd33b40ace6212f02288066fa60e.00117392.html
vir/content/83/7/1673,tier2-pdf,missing,tier2-pdf(abstract+pdf),summarized-pdf,no,html/f0fa12bc9847d5da1b4de4350b5f0fbab3942d8e.00117393.html
vir/content/83/7/1679,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/7e555ef6c7a33f46338e389ffbb657522635c418.00040276.html
vir/content/83/7/1691,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3f6e9c6fe47d2a5e6c0738ac4546e443198872ae.00040278.html
vir/content/83/7/1697,tier1-full,missing,tier1-full,rebuilt-full,yes,html/3aa65ca2ac2c0312c34c6fec9c754351f8e2c66d.00117401.html
vir/content/83/7/1707,tier1-full,missing,tier1-full,rebuilt-full,yes,html/55bcc02fbde3cfba6ebb79de02ccfa0abf459bb1.00040279.html
vir/content/83/7/1721,tier1-full,missing,tier1-full,rebuilt-full,yes,html/a7b4895f0af15dae5b61a7157b818e2232b5f854.00117411.html
vir/content/83/7/1729,tier1-full,missing,tier1-full,rebuilt-full,yes,html/82d48bf37ecf1bcf131d713a7804913424b1b27c.00040280.html
vir/content/83/7/1735,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/afdcf1212df5e1dc0c0cd602002e77db8f58ceba.00117414.html
vir/content/83/7/1745,tier1-full,missing,tier1-full,rebuilt-full,yes,html/c4b3a5c5f2ec629053fda4cdd94b1af10c4c77de.00040281.html
vir/content/83/7/1753,tier3-abstract,missing,tier3-abstract,abstract,yes,html/1355d9170e4479bbe2415cd0ce02cac405f079de.00040283.html
vir/content/83/7/1759,tier3-abstract,missing,tier3-abstract,abstract,yes,html/11d92003df1f4db3febba34daa9cb9be82c9b4f9.00117418.html
vir/content/83/7/1765,tier1-full,missing,tier1-full,rebuilt-full,yes,html/d48f6826f74b0ad15a9ccbd9b84556a4edf65518.00117419.html
vir/content/83/7/1771,tier3-abstract,missing,tier3-abstract,abstract,yes,html/156d84abaec259b7fedd3c1fbd052c3ac91fc79f.00117420.html
vir/content/83/7/1777,tier1-full,missing,tier1-full,rebuilt-full,yes,html/c97bb7650eb62e3e344013e01e2dccf0076547af.00117421.html
vir/content/83/7/1783,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/7f36a2565ef47d60b440793cc717248ea78772d3.00117422.html
vir/content/83/7/1791,tier1-full,missing,tier1-full,rebuilt-full,yes,html/81725c5a6f68efa590b92a52ab27381d2bdeacba.00040284.html
vir/content/83/7/1799,tier1-full,missing,tier1-full,rebuilt-full,yes,html/b9648b2c85a6ded63685ab6d7497c192917f101f.00040285.html
vir/content/83/8/1809,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/ffe186ec5b79694fffac434a5032d3a96d7e19f5.00040287.html
vir/content/83/8/1831,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/9ff3b55aa2af0adc6baa9c364d87abe94fef0f63.00117434.html
vir/content/83/8/1841,tier1-full,tier3-abstract,tier1-full,rebuilt-full,yes,html/d0ae4bad9d40ea32db0b52dd08ea56aaac1f89d7.00117440.html
vir/content/83/8/1851,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/59d1ff6550e06a81e2bbdcb1e48ebf4a8df7715e.00040288.html
vir/content/83/8/1861,tier1-full,missing,tier1-full,rebuilt-full,yes,html/ed5c881a95f33642302341a144b54f29fe8e03a3.00117442.html
vir/content/83/8/1875,tier1-full,missing,tier1-full,rebuilt-full,yes,html/4f20a5894acd0993530ffbea34e0a0b5ddd4f41a.00040289.html
vir/content/83/8/1887,tier1-full,missing,tier1-full,rebuilt-full,yes,html/35df19845e6be8f21a8e61c574f65f4716af3b41.00040290.html
vir/content/83/8/1897,tier1-full,missing,tier1-full,rebuilt-full,yes,html/7d5f7c0816ed903828854f13df5a916e6b732e9a.00117445.html
vir/content/83/8/1907,tier1-full,missing,tier1-full,rebuilt-full,yes,html/6c0b18764ba0724475a38751f07e5fd8b1905e89.00117446.html
vir/content/83/8/1915,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/997a641a74236fa8f4154f807e055c911dfd46b2.00117447.html
vir/content/83/8/1925,tier1-full,missing,tier1-full,rebuilt-full,yes,html/b35fe1df76051c790491a7d291788c628cc67a08.00117448.html
vir/content/83/8/1931,tier1-full,missing,tier1-full,rebuilt-full,yes,html/2348f3c984e5fda554db0a9c3178524deb0ec348.00040291.html
vir/content/83/8/1941,tier1-full,missing,tier1-full,rebuilt-full,yes,html/80242d901ac0a23ea5298061e023ad4aef5bcbeb.00040292.html
vir/content/83/8/1953,tier1-full,missing,tier1-full,rebuilt-full,yes,html/a080fcf42a394a9fb0e957486e6a6dde6029b1d1.00040293.html
vir/content/83/8/1965,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/15ffb61f90f8c1ba637dc502386ab71c60d2448d.00040295.html
vir/content/83/8/1977,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/b6e6d9e57003e4e6adc6e06c9677c0b15793a0c9.00117477.html
vir/content/83/8/1987,tier3-abstract,missing,tier3-abstract,abstract,yes,html/a5e51e2475b85384c54eabe24612f0d60c285af8.00117484.html
vir/content/83/8/1993,tier1-full,missing,tier1-full,rebuilt-full,yes,html/e523e6378fa6411097478b5190bdbb5c8d4e123f.00117486.html
vir/content/83/8/2001,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/65a8649e5f59389f6aeeef4bc7aeff5cfb794c94.00040297.html
vir/content/83/8/2007,tier1-full,missing,tier1-full,rebuilt-full,yes,html/c3328ab69c3cf772369c0834a67c3340148840e3.00117491.html
vir/content/83/8/2015,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/72435af2cfba064e08df67c97c8f41f2c72c9417.00040298.html
vir/content/83/8/2025,tier1-full,missing,tier1-full,rebuilt-full,yes,html/8c332116a441202560d2a93e7d292ddd73694529.00117494.html
vir/content/83/8/2035,tier1-full,missing,tier1-full,rebuilt-full,yes,html/2f7605f95701b55337028aa3fb8aad7ff03e157f.00117495.html
vir/content/83/8/2047,tier1-full,missing,tier1-full,rebuilt-full,yes,html/56de2dad89a625d409f382fabd97b9dc87872841.00117496.html
vir/content/83/8/2059,tier1-full,tier3-abstract,tier1-full,rebuilt-full,yes,html/d4bb380d67caca3d2d38b696aface826015b8a63.00117497.html
vir/content/83/8/2075,tier1-full,missing,tier1-full,rebuilt-full,yes,html/489450c71b040510e3cca87420c94bcacb5480eb.00117498.html
vir/content/83/8/2085,tier3-abstract,missing,tier3-abstract,abstract,yes,html/85ee85daa6060613463a5c883f8bc80e29f5f5e9.00117499.html
vir/content/83/9/2091,tier1-full,missing,tier1-full,rebuilt-full,yes,html/ee584f5432e74e5ce60cd02d659a95d81914e502.00117503.html
vir/content/83/9/2109,tier1-full,missing,tier1-full,rebuilt-full,yes,html/93481cc716856cc384d0dd90b3315ab5053b94cb.00040299.html
vir/content/83/9/2117,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/bc9f858708d2ce912d106ddbb8719c2c59783717.00040300.html
vir/content/83/9/2123,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/25c2c59018b974ba6058f84c04b3b2f3ca62320a.00040301.html
vir/content/83/9/2135,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/75ced1dc08c834ac74e0465b7da8ea7d74a36dd4.00117512.html
vir/content/83/9/2145,tier1-full,missing,tier1-full,rebuilt-full,yes,html/d44508b7ef530567a9addfefe2c3e6338eabc3ce.00117517.html
vir/content/83/9/2153,tier1-full,missing,tier1-full,rebuilt-full,yes,html/9b614d2c14fc4fe72b3a7bcdc6a56cd340eff70f.00117521.html
